chr,source,type,start,stop,score,strand,phase,ID,comment,name
I,sgd,gene,73426,73518,.,-,.,gene:YAL037C-A,Putative protein of unknown function [Source:SGD%3BAcc:S000028732],
I,sgd,gene,74020,74823,.,+,.,gene:YAL037W,Putative protein of unknown function%3B YAL037W has a paralog%2C YOR342C%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000035],
I,sgd,gene,75043,76152,.,-,.,gene:YAL036C,Member of the DRG family of GTP-binding proteins%3B associates with translating ribosomes%3B interacts with Tma46p%2C Ygr250cp%2C Gir2p and Yap1p via two-hybrid [Source:SGD%3BAcc:S000000034],RBG1
I,sgd,gene,76427,79435,.,+,.,gene:YAL035W,Translation initiation factor eIF5B%3B GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining%3B promotes GTP-dependent maturation of 18S rRNA by Nob1p%3B protein abundance increases in response to DNA replication stress%3B homolog of bacterial IF2 [Source:SGD%3BAcc:S000000033],FUN12
I,sgd,gene,79489,79842,.,-,.,gene:YAL034C-B,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data [Source:SGD%3BAcc:S000002137],
I,sgd,gene,79718,80587,.,+,.,gene:YAL034W-A,Essential component of the MIND kinetochore complex%3B joins kinetochore subunits contacting DNA to those contacting microtubules%3B critical to kinetochore assembly%3B complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND) [Source:SGD%3BAcc:S000000032],MTW1
I,sgd,gene,80710,81951,.,-,.,gene:YAL034C,Non-essential protein of unknown function%3B expression induced in response to heat stress%3B FUN19 has a paralog%2C YOR338W%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000002134],FUN19
I,sgd,gene,82706,83227,.,+,.,gene:YAL033W,Subunit of both RNase MRP and nuclear RNase P%3B RNase MRP cleaves pre-rRNA%2C while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs [Source:SGD%3BAcc:S000000031],POP5
I,sgd,gene,83335,84474,.,-,.,gene:YAL032C,Protein required for pre-mRNA splicing%3B associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p%3B orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene [Source:SGD%3BAcc:S000000030],PRP45
I,sgd,gene,84669,84977,.,+,.,gene:YAL031W-A,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B partially overlaps ORF GIP4/YAL031C [Source:SGD%3BAcc:S000028731],
I,sgd,gene,84749,87031,.,-,.,gene:YAL031C,Cytoplasmic protein that regulates protein phosphatase 1 Glc7p%3B protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation%3B potential Cdc28p substrate [Source:SGD%3BAcc:S000000029],GIP4
I,sgd,gene,87286,87752,.,+,.,gene:YAL030W,Vesicle membrane receptor protein (v-SNARE)%3B involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane%3B proposed to be involved in endocytosis%3B member of the synaptobrevin/VAMP family of R-type v-SNARE proteins%3B SNC1 has a paralog%2C SNC2%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000028],SNC1
I,sgd,gene,87855,92270,.,-,.,gene:YAL029C,Type V myosin motor involved in actin-based transport of cargos%3B required for mRNA transport%2C including ASH1 mRNA%2C and facilitating the growth and movement of ER tubules into the growing bud along with She3p%3B MYO4 has a paralog%2C MYO2%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000027],MYO4
I,sgd,gene,92900,94486,.,+,.,gene:YAL028W,Tail-anchored ER membrane protein of unknown function%3B interacts with homolog Frt1p%3B promotes growth in conditions of high Na+%2C alkaline pH%2C or cell wall stress%2C possibly via a role in posttranslational translocation%3B potential Cdc28p substrate%3B FRT2 has a paralog%2C FRT1%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000026],FRT2
I,sgd,gene,94687,95472,.,+,.,gene:YAL027W,5'- and 3'-flap DNA binding protein%3B recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair%3B complexes with Rad1p-Rad10p and stimulates its endonuclease activity%3B green fluorescent protein (GFP)-fusion protein localizes to the nucleus [Source:SGD%3BAcc:S000000025],SAW1
I,sgd,gene,95386,95823,.,-,.,gene:YAL026C-A,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2 [Source:SGD%3BAcc:S000028730],
I,sgd,gene,95630,99697,.,-,.,gene:YAL026C,Trans-golgi network aminophospholipid translocase (flippase)%3B maintains membrane lipid asymmetry in post-Golgi secretory vesicles%3B contributes to clathrin-coated vesicle formation%2C endocytosis%2C protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone%3B autoinhibited by its C-terminal tail%3B localizes to the trans-Golgi network%3B mutations in human homolog ATP8B1 result in liver disease [Source:SGD%3BAcc:S000000024],DRS2
I,sgd,gene,100225,101145,.,-,.,gene:YAL025C,Essential nuclear protein%3B constituent of 66S pre-ribosomal particles%3B required for maturation of 25S and 5.8S rRNAs%3B required for maintenance of M1 satellite double-stranded RNA of the L-A virus [Source:SGD%3BAcc:S000000023],MAK16
I,sgd,gene,101565,105872,.,-,.,gene:YAL024C,Protein similar to GDP/GTP exchange factors%3B without detectable GEF activity%3B required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures [Source:SGD%3BAcc:S000000022],LTE1
I,sgd,gene,106272,108551,.,-,.,gene:YAL023C,Protein O-mannosyltransferase of the ER membrane%3B transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues%3B involved in ER quality control%3B acts in a complex with Pmt1p%2C can instead interact with Pmt5p%3B antifungal drug target%3B PMT2 has a paralog%2C PMT3%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000021],PMT2
I,sgd,gene,108877,110430,.,-,.,gene:YAL022C,High affinity%2C broad selectivity%2C nucleoside/nucleobase transporter%3B vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole%2C contributing to salvage of NmR for use in cytosolic NAD+ synthesis%3B equilibrative nucleoside transporter (ENT) family member [Source:SGD%3BAcc:S000000020],FUN26
I,sgd,gene,110846,113359,.,-,.,gene:YAL021C,Component of the CCR4-NOT transcriptional complex%3B CCR4-NOT is involved in regulation of gene expression%3B component of the major cytoplasmic deadenylase%2C which is involved in mRNA poly(A) tail shortening [Source:SGD%3BAcc:S000000019],CCR4
I,sgd,gene,113614,114615,.,-,.,gene:YAL020C,Protein required for modification of wobble nucleosides in tRNA%3B acts with Elongator complex%2C Kti11p%2C and Kti12p%3B has a potential role in regulatory interactions between microtubules and the cell cycle%3B forms a stable heterodimer with Kti11p [Source:SGD%3BAcc:S000000018],ATS1
I,sgd,gene,114250,114819,.,+,.,gene:YAL019W-A,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B partially overlaps ORF ATS1/YAL020C [Source:SGD%3BAcc:S000028729],
I,sgd,gene,114919,118314,.,+,.,gene:YAL019W,Snf2p family member with ATP-dependent chromatin remodeling activity%3B has a role in silencing at the mating type locus%2C telomeres and centromeres%3B enriched at centromeres and is required for correct chromatin structure around centromeres%2C as well as at the boundary element of the silent HMR%3B recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs%3B potential Cdc28p substrate [Source:SGD%3BAcc:S000000017],FUN30
I,sgd,gene,118564,119541,.,-,.,gene:YAL018C,Protein Involved in spore wall assembly%3B localizes to lipid droplets found on or outside of the prospore membrane%3B shares similarity with Lds2p and Rrt8p%2C and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants [Source:SGD%3BAcc:S000000016],LDS1
I,sgd,gene,120225,124295,.,+,.,gene:YAL017W,PAS domain-containing serine/threonine protein kinase%3B coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status%3B PSK1 has a paralog%2C PSK2%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000015],PSK1
I,sgd,gene,124307,124492,.,-,.,gene:YAL016C-B,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data [Source:SGD%3BAcc:S000028528],
I,sgd,gene,124755,125069,.,-,.,gene:YAL016C-A,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B partially overlaps ORF TPD3/YAL016W [Source:SGD%3BAcc:S000028728],
I,sgd,gene,124879,126786,.,+,.,gene:YAL016W,Regulatory subunit A of the heterotrimeric PP2A complex%3B the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p%3B required for cell morphogenesis and transcription by RNA polymerase III [Source:SGD%3BAcc:S000000014],TPD3
I,sgd,gene,126903,128102,.,-,.,gene:YAL015C,DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase%3B involved in base excision repair%3B acts in both nucleus and mitochondrion%3B creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress%3B required for maintaining mitochondrial genome integrity%3B NTG1 has a paralog%2C NTG2%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000013],NTG1
I,sgd,gene,128252,129019,.,-,.,gene:YAL014C,Endosomal SNARE related to mammalian syntaxin 8 [Source:SGD%3BAcc:S000000012],SYN8
I,sgd,gene,129270,130487,.,+,.,gene:YAL013W,Component of the Rpd3L histone deacetylase complex%3B required for diauxic shift-induced histone H2B deposition onto rDNA genes%3B transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes%2C as well as maintenance of telomeres%2C mating efficiency%2C and sporulation [Source:SGD%3BAcc:S000000011],DEP1
I,sgd,gene,130799,131983,.,+,.,gene:YAL012W,Cystathionine gamma-lyase%3B catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine%3B protein abundance increases in response to DNA replication stress [Source:SGD%3BAcc:S000000010],CYS3
I,sgd,gene,132199,134076,.,+,.,gene:YAL011W,Protein of unknown function%3B component of the SWR1 complex%2C which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A%3B required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae [Source:SGD%3BAcc:S000000009],SWC3
I,sgd,gene,134184,135665,.,-,.,gene:YAL010C,Subunit of both the ERMES and the SAM complex%3B component of ERMES complex which acts as a molecular tether between the mitochondria and the ER%2C necessary for efficient phospholipid exchange between organelles and for mitophagy%3B SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins%3B involved in mitochondrial inheritance and morphology%3B ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase [Source:SGD%3BAcc:S000000008],MDM10
I,sgd,gene,135854,136633,.,+,.,gene:YAL009W,Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme%3B regulates nuclear growth by controlling phospholipid biosynthesis%2C required for normal nuclear envelope morphology%2C premeiotic replication%2C and sporulation [Source:SGD%3BAcc:S000000007],SPO7
I,sgd,gene,136914,137510,.,+,.,gene:YAL008W,Integral mitochondrial outer membrane (MOM) protein%3B dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes%2C such as alterations in mitochondrial morphology%2C protein complex assembly%2C and lipid profile%3B dosage suppressor of MDM12%2C MDM34%2C and MMM1 null mutant growth defects%3B novel mechanism of MOM import involving Tom70p%2C the TOM complex%2C and the TIM23 complex%2C requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis [Source:SGD%3BAcc:S000000006],FUN14
I,sgd,gene,137698,138345,.,-,.,gene:YAL007C,Member of the p24 family involved in ER to Golgi transport%3B similar to Emp24p and Erv25p%3B role in misfolded protein quality control%3B forms a heterotrimeric complex with Erp1p%2C Emp24p%2C and Erv25p%3B localized to COPII-coated vesicles%3B ERP2 has a paralog%2C ERP4%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000000005],ERP2
I,sgd,gene,139503,141431,.,-,.,gene:YAL005C,ATPase involved in protein folding and NLS-directed nuclear transport%3B member of HSP70 family%3B required for ubiquitin-dependent degradation of short-lived proteins%3B forms chaperone complex with Ydj1p%3B localized to nucleus%2C cytoplasm%2C cell wall%3B 98%25 identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions%2C vacuolar-mediated degradations of gluconeogenesis enzymes%3B general targeting factor of Hsp104p to prion fibrils [Source:SGD%3BAcc:S000000004],SSA1
I,sgd,gene,140760,141407,.,+,.,gene:YAL004W,Dubious open reading frame%3B unlikely to encode a functional protein%2C based on available experimental and comparative sequence data%3B completely overlaps verified gene SSA1/YAL005C [Source:SGD%3BAcc:S000002136],
I,sgd,gene,142174,143160,.,+,.,gene:YAL003W,Translation elongation factor 1 beta%3B stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle%3B part of the EF-1 complex%2C which facilitates binding of aminoacyl-tRNA to the ribosomal A site%3B human homolog EEF1B2 can complement yeast efb1 mutants [Source:SGD%3BAcc:S000000003],EFB1
I,sgd,gene,143707,147531,.,+,.,gene:YAL002W,Membrane-binding component of the CORVET complex%3B involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway%3B interacts with Vps21p%3B contains RING finger motif [Source:SGD%3BAcc:S000000002],VPS8
I,sgd,gene,147594,151166,.,-,.,gene:YAL001C,Subunit of RNA polymerase III transcription initiation factor complex%3B part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes%3B cooperates with Tfc6p in DNA binding%3B largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC) [Source:SGD%3BAcc:S000000001],TFC3
I,sgd,gene,152257,153876,.,+,.,gene:YAR002W,FG-nucleoporin component of central core of the nuclear pore complex%3B contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery%3B relocalizes to the cytosol in response to hypoxia%3B both NUP1 and NUP60 are homologous to human NUP153 [Source:SGD%3BAcc:S000000063],NUP60
I,sgd,gene,154065,154724,.,-,.,gene:YAR002C-A,Member of the p24 family involved in ER to Golgi transport%3B role in misfolded protein quality control%3B forms heterotrimeric complex with Erp2p%2C Emp24p%2C and Erv25p%3B localized to COPII-coated vesicles%3B ERP1 has a paralog%2C ERP6%2C that arose from the whole genome duplication [Source:SGD%3BAcc:S000002129],ERP1
I,sgd,gene,155005,156285,.,+,.,gene:YAR003W,Subunit of the COMPASS (Set1C) complex%3B COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres%3B WD40 beta propeller superfamily member with similarity to mammalian Rbbp7 [Source:SGD%3BAcc:S000000064],SWD1
I,sgd,gene,156754,158619,.,-,.,gene:YAR007C,Subunit of heterotrimeric Replication Protein A (RPA)%3B RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication%2C repair%2C and recombination%3B RPA protects against inappropriate telomere recombination%2C and upon telomere uncapping%2C prevents cell proliferation by a checkpoint-independent pathway%3B role in DNA catenation/decatenation pathway of chromosome disentangling%3B relocalizes to the cytosol in response to hypoxia [Source:SGD%3BAcc:S000000065],RFA1
I,sgd,gene,158966,159793,.,+,.,gene:YAR008W,Subunit of the tRNA splicing endonuclease%3B tRNA splicing endonuclease (Sen complex) is composed of Sen2p%2C Sen15p%2C Sen34p%2C and Sen54p%3B Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface%3B Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease [Source:SGD%3BAcc:S000000066],SEN34
I,sgd,gene,166742,168871,.,-,.,gene:YAR014C,Protein involved in bud-site selection%3B Bud14p-Glc7p complex is a cortical regulator of dynein%3B forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly%2C cytokinesis%2C and polarized growth%3B diploid mutants display a random budding pattern instead of the wild-type bipolar pattern%3B relative distribution to the nucleus increases upon DNA replication stress [Source:SGD%3BAcc:S000000069],BUD14
I,sgd,gene,169375,170295,.,+,.,gene:YAR015W,N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase%3B required for 'de novo' purine nucleotide biosynthesis%3B red pigment accumulates in mutant cells deprived of adenine%3B protein abundance increases in response to DNA replication stress [Source:SGD%3BAcc:S000000070],ADE1
