chr,source,type,start,stop,score,strand,phase,ID,comment,name
1,iggp,gene,586438,589926,.,+,.,gene:VIT_01s0011g00650,Purple acid phosphatase [Source:UniProtKB/TrEMBL%3BAcc:F6HF85],
1,iggp,gene,590563,592859,.,+,.,gene:VIT_01s0011g00660,,
1,iggp,gene,593582,596330,.,-,.,gene:VIT_01s0011g00670,Putative SNAP25 homologous protein SNAP30 [Source:Projected from Arabidopsis thaliana (AT1G13890) UniProtKB/Swiss-Prot%3BAcc:Q9LMG8],
1,iggp,gene,599218,602876,.,+,.,gene:VIT_01s0011g00680,,
1,iggp,gene,606058,607829,.,+,.,gene:VIT_01s0011g00690,UDP-glucose 6-dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:F6HF82],
1,iggp,gene,609375,613576,.,+,.,gene:VIT_01s0011g00700,,
1,iggp,gene,616107,618157,.,+,.,gene:VIT_01s0011g00710,,
1,iggp,gene,628681,633595,.,-,.,gene:VIT_01s0011g00720,,
1,iggp,gene,649069,654392,.,-,.,gene:VIT_01s0011g00730,Alpha-1%2C4 glucan phosphorylase [Source:UniProtKB/TrEMBL%3BAcc:F6HF78],
1,iggp,gene,656141,666920,.,+,.,gene:VIT_01s0011g00740,,
1,iggp,gene,668056,673607,.,-,.,gene:VIT_01s0011g00750,,
1,iggp,gene,679670,685040,.,-,.,gene:VIT_01s0011g00760,,
1,iggp,gene,688252,696215,.,+,.,gene:VIT_01s0011g00770,,
1,iggp,gene,697929,707631,.,-,.,gene:VIT_01s0011g00780,,
1,iggp,gene,710539,714104,.,-,.,gene:VIT_01s0011g00790,,
1,iggp,gene,715659,718632,.,-,.,gene:VIT_01s0011g00800,,
1,iggp,gene,721721,725418,.,+,.,gene:VIT_01s0011g00810,,
1,iggp,gene,726676,728914,.,+,.,gene:VIT_01s0011g00820,,
1,iggp,gene,729283,731611,.,-,.,gene:VIT_01s0011g00830,,
1,iggp,gene,731966,735872,.,+,.,gene:VIT_01s0011g00840,,
1,iggp,gene,737083,738529,.,+,.,gene:VIT_01s0011g00850,,
1,iggp,gene,741212,742052,.,+,.,gene:VIT_01s0011g00860,,
1,iggp,gene,742053,751072,.,+,.,gene:VIT_01s0011g00870,,
1,iggp,gene,751799,759700,.,+,.,gene:VIT_01s0011g00880,Clp protease adapter protein ClpF%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT2G03390) UniProtKB/Swiss-Prot%3BAcc:Q67Y99],
1,iggp,gene,760376,763140,.,+,.,gene:VIT_01s0011g00890,Putative pentatricopeptide repeat-containing protein At1g69350%2C mitochondrial [Source:Projected from Arabidopsis thaliana (AT1G69350) UniProtKB/Swiss-Prot%3BAcc:Q9C507],
1,iggp,gene,763141,765817,.,-,.,gene:VIT_01s0011g00900,,
1,iggp,gene,770031,779152,.,-,.,gene:VIT_01s0011g00910,,
1,iggp,gene,791330,792877,.,+,.,gene:VIT_01s0011g00920,,
1,iggp,gene,793778,796517,.,+,.,gene:VIT_01s0011g00930,Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL%3BAcc:D7T9S4],
1,iggp,gene,797725,800079,.,+,.,gene:VIT_01s0011g00940,,
1,iggp,gene,806983,809670,.,+,.,gene:VIT_01s0011g00950,,
1,iggp,gene,812008,816090,.,+,.,gene:VIT_01s0011g00960,,
1,iggp,gene,850780,857788,.,+,.,gene:VIT_01s0011g00970,,
1,iggp,gene,865318,867702,.,+,.,gene:VIT_01s0011g00990,,
1,iggp,gene,872585,888273,.,+,.,gene:VIT_01s0011g01000,,
1,iggp,gene,888711,895574,.,-,.,gene:VIT_01s0011g01010,,
1,iggp,gene,901077,903884,.,+,.,gene:VIT_01s0011g01020,,
1,iggp,gene,910536,918449,.,+,.,gene:VIT_01s0011g01030,,
1,iggp,gene,918670,920549,.,+,.,gene:VIT_01s0011g01040,,
1,iggp,gene,924701,929880,.,+,.,gene:VIT_01s0011g01050,,
1,iggp,gene,930411,944792,.,-,.,gene:VIT_01s0011g01060,,
1,iggp,gene,946876,948658,.,+,.,gene:VIT_01s0011g01070,,
1,iggp,gene,949639,957904,.,+,.,gene:VIT_01s0011g01080,Protein PLASTID TRANSCRIPTIONALLY ACTIVE 14 [Source:Projected from Arabidopsis thaliana (AT4G20130) UniProtKB/Swiss-Prot%3BAcc:Q84JF5],
1,iggp,gene,958551,959735,.,+,.,gene:VIT_01s0011g01090,,
1,iggp,gene,960990,963805,.,-,.,gene:VIT_01s0011g01100,,
1,iggp,gene,965880,971272,.,+,.,gene:VIT_01s0011g01110,,
1,iggp,gene,972356,975005,.,-,.,gene:VIT_01s0011g01120,,
1,iggp,gene,979517,983177,.,+,.,gene:VIT_01s0011g01130,Pentatricopeptide repeat-containing protein At4g20090 [Source:Projected from Arabidopsis thaliana (AT4G20090) UniProtKB/Swiss-Prot%3BAcc:O49436],
1,iggp,gene,984795,986937,.,-,.,gene:VIT_01s0011g01140,,
1,iggp,gene,989125,993721,.,-,.,gene:VIT_01s0011g01150,,
1,iggp,gene,995645,997132,.,-,.,gene:VIT_01s0011g01160,,
1,iggp,gene,997133,1000698,.,-,.,gene:VIT_01s0011g01170,,
1,iggp,gene,1002402,1009569,.,-,.,gene:VIT_01s0011g01180,,
1,iggp,gene,1017874,1019921,.,+,.,gene:VIT_01s0011g01190,,
1,iggp,gene,1030308,1032374,.,+,.,gene:VIT_01s0011g01200,,
1,iggp,gene,1049293,1049640,.,-,.,gene:VIT_01s0011g01210,,
1,iggp,gene,1060701,1062011,.,+,.,gene:VIT_01s0011g01220,Uncharacterized protein At1g30950 (Fragment) [Source:Projected from Arabidopsis thaliana (AT1G30950) UniProtKB/TrEMBL%3BAcc:C0SUY4],
1,iggp,gene,1063048,1070381,.,-,.,gene:VIT_01s0011g01230,GTP-binding protein ERG [Source:Projected from Arabidopsis thaliana (AT1G30960) UniProtKB/Swiss-Prot%3BAcc:O82653],
1,iggp,gene,1071831,1078323,.,-,.,gene:VIT_01s0011g01240,zinc finger (C2H2 type) family protein [Source:Projected from Arabidopsis thaliana (AT1G30970) TAIR%3BAcc:AT1G30970],
1,iggp,gene,1079054,1081341,.,+,.,gene:VIT_01s0011g01250,,
1,iggp,gene,1081342,1082934,.,+,.,gene:VIT_01s0011g01260,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C [Source:Projected from Arabidopsis thaliana (AT2G34980) UniProtKB/Swiss-Prot%3BAcc:O64761],
1,iggp,gene,1082989,1085731,.,-,.,gene:VIT_01s0011g01270,Vacuolar ATPase assembly integral membrane protein VMA21 homolog [Source:UniProtKB/TrEMBL%3BAcc:F6HFT6],
1,iggp,gene,1086726,1093073,.,-,.,gene:VIT_01s0011g01280,,
1,iggp,gene,1098416,1102667,.,-,.,gene:VIT_01s0011g01290,Allantoate deiminase [Source:Projected from Arabidopsis thaliana (AT4G20070) UniProtKB/Swiss-Prot%3BAcc:O49434],
1,iggp,gene,1107739,1109820,.,+,.,gene:VIT_01s0011g01300,,
1,iggp,gene,1115322,1118841,.,+,.,gene:VIT_01s0011g01310,,
1,iggp,gene,1121407,1125878,.,-,.,gene:VIT_01s0011g01320,,
1,iggp,gene,1128471,1132261,.,-,.,gene:VIT_01s0011g01330,,
1,iggp,gene,1144065,1147736,.,-,.,gene:VIT_01s0011g01340,,
1,iggp,gene,1162556,1163307,.,-,.,gene:VIT_01s0011g01350,,
1,iggp,gene,1169749,1177375,.,-,.,gene:VIT_01s0011g01360,,
1,iggp,gene,1187527,1191050,.,+,.,gene:VIT_01s0011g01370,,
1,iggp,gene,1193776,1197541,.,+,.,gene:VIT_01s0011g01380,,
1,iggp,gene,1198056,1201257,.,+,.,gene:VIT_01s0011g01390,,
1,iggp,gene,1209657,1211516,.,+,.,gene:VIT_01s0011g01400,,
1,iggp,gene,1219738,1221546,.,-,.,gene:VIT_01s0011g01410,,
1,iggp,gene,1226344,1240877,.,+,.,gene:VIT_01s0011g01420,,
1,iggp,gene,1241082,1242515,.,-,.,gene:VIT_01s0011g01430,,
1,iggp,gene,1242559,1244982,.,-,.,gene:VIT_01s0011g01440,URED [Source:Projected from Arabidopsis thaliana (AT2G35035) UniProtKB/TrEMBL%3BAcc:A0A178VPQ5],
1,iggp,gene,1245167,1246175,.,+,.,gene:VIT_01s0011g01450,,
1,iggp,gene,1248212,1255029,.,-,.,gene:VIT_01s0011g01460,,
1,iggp,gene,1255887,1261050,.,-,.,gene:VIT_01s0011g01470,FAR1-related sequence 1 [Source:Projected from Arabidopsis thaliana (AT4G19990) UniProtKB/TrEMBL%3BAcc:F4JU19],
1,iggp,gene,1272722,1291735,.,-,.,gene:VIT_01s0011g01480,,
1,iggp,gene,1303651,1315467,.,+,.,gene:VIT_01s0011g01490,,
1,iggp,gene,1315728,1316044,.,-,.,gene:VIT_01s0011g01500,,
1,iggp,gene,1316045,1325329,.,-,.,gene:VIT_01s0011g01510,Potassium transporter [Source:UniProtKB/TrEMBL%3BAcc:A5B0U6],
1,iggp,gene,1336774,1340483,.,+,.,gene:VIT_01s0011g01520,,
1,iggp,gene,1340790,1343491,.,-,.,gene:VIT_01s0011g01530,,
1,iggp,gene,1343626,1344750,.,-,.,gene:VIT_01s0011g01540,,
1,iggp,gene,1353271,1355959,.,+,.,gene:VIT_01s0011g01560,,
1,iggp,gene,1361591,1369503,.,+,.,gene:VIT_01s0011g01570,,
1,iggp,gene,1371818,1373123,.,-,.,gene:VIT_01s0011g01580,,
1,iggp,gene,1386743,1417818,.,+,.,gene:VIT_01s0011g01590,,
1,iggp,gene,1418626,1422378,.,+,.,gene:VIT_01s0011g01600,,
1,iggp,gene,1422475,1425215,.,-,.,gene:VIT_01s0011g01610,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 [Source:Projected from Arabidopsis thaliana (AT1G31160) UniProtKB/TrEMBL%3BAcc:Q8GYJ9],
1,iggp,gene,1425294,1426434,.,+,.,gene:VIT_01s0011g01620,Sulfiredoxin [Source:Projected from Arabidopsis thaliana (AT1G31170) UniProtKB/TrEMBL%3BAcc:F4I7W2],
1,iggp,gene,1426694,1459820,.,-,.,gene:VIT_01s0011g01630,Protein NAP1 [Source:Projected from Arabidopsis thaliana (AT2G35110) UniProtKB/Swiss-Prot%3BAcc:Q5S2C4],
1,iggp,gene,1467398,1495262,.,+,.,gene:VIT_01s0011g01640,,
1,iggp,gene,1495867,1499101,.,+,.,gene:VIT_01s0011g01650,Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL%3BAcc:D7T9L1],
1,iggp,gene,1500658,1504391,.,+,.,gene:VIT_01s0011g01660,,
1,iggp,gene,1504667,1506003,.,-,.,gene:VIT_01s0011g01670,,
1,iggp,gene,1508271,1513658,.,+,.,gene:VIT_01s0011g01680,Chaperonin 60 subunit alpha 2%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G18820) UniProtKB/Swiss-Prot%3BAcc:Q56XV8],
1,iggp,gene,1515113,1528492,.,+,.,gene:VIT_01s0011g01690,,
1,iggp,gene,1528493,1528920,.,+,.,gene:VIT_01s0011g01700,,
1,iggp,gene,1529730,1536688,.,+,.,gene:VIT_01s0011g01710,Exocyst complex component EXO84C [Source:Projected from Arabidopsis thaliana (AT1G10180) UniProtKB/Swiss-Prot%3BAcc:Q9SY60],
1,iggp,gene,1538835,1545134,.,+,.,gene:VIT_01s0011g01720,,
1,iggp,gene,1547280,1548680,.,+,.,gene:VIT_01s0011g01730,,
1,iggp,gene,1550844,1552963,.,+,.,gene:VIT_01s0011g01740,,
1,iggp,gene,1552992,1554758,.,+,.,gene:VIT_01s0011g01750,,
1,iggp,gene,1559961,1561101,.,+,.,gene:VIT_01s0011g01760,,
1,iggp,gene,1562652,1563203,.,-,.,gene:VIT_01s0011g01770,Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:F6HF54],
1,iggp,gene,1563204,1564707,.,+,.,gene:VIT_01s0011g01780,,
1,iggp,gene,1569135,1570145,.,+,.,gene:VIT_01s0011g01790,,
1,iggp,gene,1572784,1582827,.,-,.,gene:VIT_01s0011g01800,Inositol-1-monophosphatase [Source:UniProtKB/TrEMBL%3BAcc:D7T9J8],
1,iggp,gene,1582828,1584185,.,+,.,gene:VIT_01s0011g01810,,
1,iggp,gene,1586729,1587964,.,-,.,gene:VIT_01s0011g01820,,
1,iggp,gene,1589441,1597780,.,-,.,gene:VIT_01s0011g01830,Lecithin-cholesterol acyltransferase-like 4 [Source:Projected from Arabidopsis thaliana (AT4G19860) UniProtKB/Swiss-Prot%3BAcc:Q71N54],
1,iggp,gene,1600526,1602399,.,-,.,gene:VIT_01s0011g01840,,
1,iggp,gene,1610195,1620221,.,+,.,gene:VIT_01s0011g01850,Cytochrome c6%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G45040) UniProtKB/Swiss-Prot%3BAcc:Q93VA3],
1,iggp,gene,1620551,1621773,.,+,.,gene:VIT_01s0011g01860,,
1,iggp,gene,1623144,1631276,.,-,.,gene:VIT_01s0011g01870,,
1,iggp,gene,1633680,1634194,.,-,.,gene:VIT_01s0011g01880,,
1,iggp,gene,1634897,1639724,.,-,.,gene:VIT_01s0011g01890,,
1,iggp,gene,1640477,1643816,.,+,.,gene:VIT_01s0011g01900,,
1,iggp,gene,1646100,1648239,.,-,.,gene:VIT_01s0011g01910,,
1,iggp,gene,1651392,1652407,.,+,.,gene:VIT_01s0011g01920,,
1,iggp,gene,1652408,1663053,.,-,.,gene:VIT_01s0011g01930,,
1,iggp,gene,1665068,1669834,.,-,.,gene:VIT_01s0011g01940,,
1,iggp,gene,1683597,1691104,.,+,.,gene:VIT_01s0011g01960,Proteasome subunit alpha type [Source:UniProtKB/TrEMBL%3BAcc:D7T9I6],
1,iggp,gene,1692029,1696196,.,+,.,gene:VIT_01s0011g01970,,
1,iggp,gene,1696320,1697692,.,+,.,gene:VIT_01s0011g01980,,
1,iggp,gene,1705049,1708603,.,+,.,gene:VIT_01s0011g01990,Glycine cleavage system H protein [Source:UniProtKB/TrEMBL%3BAcc:D7T9I4],
1,iggp,gene,1710141,1715609,.,-,.,gene:VIT_01s0011g02000,Carboxypeptidase [Source:UniProtKB/TrEMBL%3BAcc:D7T9I3],
1,iggp,gene,1716350,1722746,.,+,.,gene:VIT_01s0011g02010,Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:F6HFR5],
1,iggp,gene,1723811,1725892,.,+,.,gene:VIT_01s0011g02020,,
1,iggp,gene,1727310,1732878,.,-,.,gene:VIT_01s0011g02030,Carboxypeptidase [Source:UniProtKB/TrEMBL%3BAcc:D7T9I1],
1,iggp,gene,1743085,1745761,.,+,.,gene:VIT_01s0011g02040,,
1,iggp,gene,1745762,1747709,.,+,.,gene:VIT_01s0011g02050,,
1,iggp,gene,1748090,1751431,.,+,.,gene:VIT_01s0011g02060,,
1,iggp,gene,1751432,1756010,.,-,.,gene:VIT_01s0011g02070,,
1,iggp,gene,1764011,1770308,.,+,.,gene:VIT_01s0011g02080,,
1,iggp,gene,1770545,1776092,.,+,.,gene:VIT_01s0011g02090,,
1,iggp,gene,1779062,1784511,.,+,.,gene:VIT_01s0011g02100,ATP-dependent Clp protease proteolytic subunit [Source:UniProtKB/TrEMBL%3BAcc:F6HF49],
1,iggp,gene,1785401,1789461,.,-,.,gene:VIT_01s0011g02110,,
1,iggp,gene,1798112,1814868,.,+,.,gene:VIT_01s0011g02120,,
1,iggp,gene,1819882,1823470,.,-,.,gene:VIT_01s0011g02130,,
1,iggp,gene,1824408,1824470,.,+,.,gene:VIT_01s0011g02140,Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:D7T9G9],
1,iggp,gene,1824623,1839433,.,+,.,gene:VIT_01s0011g02150,,
1,iggp,gene,1839802,1883645,.,-,.,gene:VIT_01s0011g02160,,
1,iggp,gene,1887669,1890871,.,+,.,gene:VIT_01s0011g02170,Endoglucanase 5 [Source:Projected from Arabidopsis thaliana (AT1G48930) UniProtKB/Swiss-Prot%3BAcc:Q9M995],
1,iggp,gene,1891405,1898938,.,-,.,gene:VIT_01s0011g02180,,
1,iggp,gene,1902381,1917782,.,-,.,gene:VIT_01s0011g02190,,
1,iggp,gene,1923726,1928025,.,+,.,gene:VIT_01s0011g02200,Glutamine synthetase [Source:UniProtKB/TrEMBL%3BAcc:A5AP38],
1,iggp,gene,1931545,1932533,.,+,.,gene:VIT_01s0011g02210,,
1,iggp,gene,1932534,1958536,.,+,.,gene:VIT_01s0011g02220,,
1,iggp,gene,1959234,1964933,.,+,.,gene:VIT_01s0011g02230,4-hydroxybenzoate polyprenyltransferase%2C mitochondrial [Source:UniProtKB/TrEMBL%3BAcc:F6HF43],
1,iggp,gene,1967827,1970932,.,+,.,gene:VIT_01s0011g02240,,
1,iggp,gene,1973859,1978367,.,+,.,gene:VIT_01s0011g02250,,
1,iggp,gene,1989810,1993774,.,+,.,gene:VIT_01s0011g02260,,
1,iggp,gene,2007069,2038881,.,-,.,gene:VIT_01s0011g02270,,
1,iggp,gene,2042107,2062423,.,-,.,gene:VIT_01s0011g02280,Alanine--tRNA ligase [Source:UniProtKB/TrEMBL%3BAcc:F6HF38],
1,iggp,gene,2075903,2076512,.,+,.,gene:VIT_01s0011g02290,,
1,iggp,gene,2080654,2083901,.,-,.,gene:VIT_01s0011g02300,,
1,iggp,gene,2088704,2090176,.,+,.,gene:VIT_01s0011g02310,,
1,iggp,gene,2095422,2096890,.,-,.,gene:VIT_01s0011g02320,,
1,iggp,gene,2096891,2101462,.,+,.,gene:VIT_01s0011g02330,,
1,iggp,gene,2104263,2125981,.,+,.,gene:VIT_01s0011g02340,,
1,iggp,gene,2131084,2131795,.,-,.,gene:VIT_01s0011g02350,,
1,iggp,gene,2136955,2137455,.,-,.,gene:VIT_01s0011g02360,,
1,iggp,gene,2142149,2143016,.,+,.,gene:VIT_01s0011g02370,,
1,iggp,gene,2145560,2145874,.,-,.,gene:VIT_01s0011g02380,,
1,iggp,gene,2147401,2148062,.,-,.,gene:VIT_01s0011g02390,,
1,iggp,gene,2157105,2162946,.,+,.,gene:VIT_01s0011g02400,,
1,iggp,gene,2170994,2171522,.,-,.,gene:VIT_01s0011g02410,,
1,iggp,gene,2187275,2187979,.,-,.,gene:VIT_01s0011g02420,,
1,iggp,gene,2197456,2202144,.,+,.,gene:VIT_01s0011g02430,,
1,iggp,gene,2202688,2234419,.,+,.,gene:VIT_01s0011g02440,,
1,iggp,gene,2235673,2237099,.,-,.,gene:VIT_01s0011g02450,,
1,iggp,gene,2242232,2247259,.,+,.,gene:VIT_01s0011g02460,,
1,iggp,gene,2251768,2252455,.,+,.,gene:VIT_01s0011g02470,Probable calcium-binding protein CML16 [Source:Projected from Arabidopsis thaliana (AT3G25600) UniProtKB/Swiss-Prot%3BAcc:Q9LI84],
1,iggp,gene,2253605,2261314,.,-,.,gene:VIT_01s0011g02480,Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL%3BAcc:F6HFR1],
1,iggp,gene,2273596,2280151,.,+,.,gene:VIT_01s0011g02490,tRNA(adenine(34)) deaminase%2C chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G68720) UniProtKB/Swiss-Prot%3BAcc:Q9S7I0],
1,iggp,gene,2281193,2282179,.,+,.,gene:VIT_01s0011g02500,,
1,iggp,gene,2282180,2285430,.,-,.,gene:VIT_01s0011g02510,,
1,iggp,gene,2286639,2292019,.,-,.,gene:VIT_01s0011g02520,Phosphate transporter PHO1 homolog 1 [Source:Projected from Arabidopsis thaliana (AT1G68740) UniProtKB/Swiss-Prot%3BAcc:Q93ZF5],
1,iggp,gene,2301129,2308314,.,+,.,gene:VIT_01s0011g02530,,
1,iggp,gene,2312371,2313431,.,+,.,gene:VIT_01s0011g02540,,
1,iggp,gene,2326956,2327981,.,+,.,gene:VIT_01s0011g02550,,
1,iggp,gene,2339822,2340254,.,+,.,gene:VIT_01s0011g02560,,
1,iggp,gene,2344398,2344701,.,+,.,gene:VIT_01s0011g02570,,
1,iggp,gene,2352041,2356540,.,+,.,gene:VIT_01s0011g02580,,
1,iggp,gene,2365383,2365923,.,-,.,gene:VIT_01s0011g02590,,
1,iggp,gene,2369639,2370258,.,+,.,gene:VIT_01s0011g02600,,
1,iggp,gene,2371310,2371656,.,+,.,gene:VIT_01s0011g02610,,
1,iggp,gene,2374461,2375465,.,+,.,gene:VIT_01s0011g02620,,
1,iggp,gene,2383571,2384411,.,+,.,gene:VIT_01s0011g02630,,
1,iggp,gene,2395238,2400117,.,+,.,gene:VIT_01s0011g02660,,
1,iggp,gene,2402402,2404621,.,-,.,gene:VIT_01s0011g02670,,
1,iggp,gene,2408591,2409293,.,+,.,gene:VIT_01s0011g02680,,
1,iggp,gene,2419663,2422577,.,+,.,gene:VIT_01s0011g02700,,
1,iggp,gene,2424497,2425150,.,-,.,gene:VIT_01s0011g02710,,
1,iggp,gene,2427700,2428200,.,-,.,gene:VIT_01s0011g02720,,
1,iggp,gene,2429436,2433043,.,-,.,gene:VIT_01s0011g02730,,
1,iggp,gene,2445526,2456145,.,-,.,gene:VIT_01s0011g02740,,
1,iggp,gene,2465244,2466159,.,+,.,gene:VIT_01s0011g02750,Nudix hydrolase 1 [Source:Projected from Arabidopsis thaliana (AT1G68760) UniProtKB/Swiss-Prot%3BAcc:Q9CA40],
1,iggp,gene,2467165,2468517,.,+,.,gene:VIT_01s0011g02760,,
1,iggp,gene,2471085,2475356,.,+,.,gene:VIT_01s0011g02770,,
1,iggp,gene,2476578,2477385,.,+,.,gene:VIT_01s0011g02780,,
1,iggp,gene,2481299,2481907,.,-,.,gene:VIT_01s0011g02790,,
1,iggp,gene,2489296,2491767,.,-,.,gene:VIT_01s0011g02800,,
1,iggp,gene,2495082,2505332,.,-,.,gene:VIT_01s0011g02810,,
1,iggp,gene,2508191,2516979,.,+,.,gene:VIT_01s0011g02820,Protein decapping 5 [Source:Projected from Arabidopsis thaliana (AT1G26110) UniProtKB/Swiss-Prot%3BAcc:Q9C658],
1,iggp,gene,2517659,2519101,.,-,.,gene:VIT_01s0011g02830,,
1,iggp,gene,2525946,2527902,.,+,.,gene:VIT_01s0011g02840,,
1,iggp,gene,2528541,2534477,.,+,.,gene:VIT_01s0011g02850,,
1,iggp,gene,2536230,2541355,.,+,.,gene:VIT_01s0011g02860,,
1,iggp,gene,2542304,2545664,.,-,.,gene:VIT_01s0011g02870,,
1,iggp,gene,2546007,2547946,.,+,.,gene:VIT_01s0011g02880,,
1,iggp,gene,2549534,2550146,.,-,.,gene:VIT_01s0011g02890,,
1,iggp,gene,2553217,2553958,.,+,.,gene:VIT_01s0011g02900,,
1,iggp,gene,2555006,2563359,.,+,.,gene:VIT_01s0011g02910,,
1,iggp,gene,2574244,2575738,.,-,.,gene:VIT_01s0011g02920,,
