chr,source,type,start,stop,score,strand,phase,ID,comment,name
1,ensembl,gene,392732,395011,.,-,.,gene:ENSGALG00000047768,acrosin [Source:NCBI gene%3BAcc:426864],
1,ensembl,gene,395826,401417,.,-,.,gene:ENSGALG00000035824,arylsulfatase A [Source:NCBI gene%3BAcc:426863],ARSA
1,ensembl,gene,403384,404958,.,-,.,gene:ENSGALG00000034366,acrosin-like [Source:NCBI gene%3BAcc:769176],
1,ensembl,gene,712929,719488,.,-,.,gene:ENSGALG00000051055,C-Jun-amino-terminal kinase-interacting protein 2-like [Source:NCBI gene%3BAcc:107050884],MAPK8IP2
1,ensembl,gene,728888,730974,.,+,.,gene:ENSGALG00000052929,,
1,ensembl,gene,731744,734964,.,+,.,gene:ENSGALG00000054904,,
1,ensembl,gene,733396,734964,.,-,.,gene:ENSGALG00000053146,,
1,ensembl,gene,813323,831335,.,+,.,gene:ENSGALG00000050267,calumenin-like [Source:NCBI gene%3BAcc:107050717],CALU
1,ensembl,gene,863933,865882,.,+,.,gene:ENSGALG00000048059,,
1,ensembl,gene,874782,881605,.,+,.,gene:ENSGALG00000053846,,
1,ensembl,gene,898103,902842,.,-,.,gene:ENSGALG00000054163,,
1,ensembl,gene,930902,935155,.,+,.,gene:ENSGALG00000047166,,
1,ensembl,gene,941261,943714,.,-,.,gene:ENSGALG00000048258,solute carrier family 22 member 6-like [Source:NCBI gene%3BAcc:107049971],
1,ensembl,gene,943311,951713,.,+,.,gene:ENSGALG00000054512,disintegrin and metalloproteinase domain-containing protein 15-like [Source:NCBI gene%3BAcc:107050086],
1,ensembl,gene,1045168,1071292,.,+,.,gene:ENSGALG00000054297,,
1,ensembl,gene,1096008,1102807,.,-,.,gene:ENSGALG00000043476,ADP-ribosylation factor 5 [Source:NCBI gene%3BAcc:396265],ARF5
1,ensembl,gene,1103223,1108108,.,+,.,gene:ENSGALG00000033149,GRIP and coiled-coil domain containing 1 [Source:NCBI gene%3BAcc:430581],GCC1
1,ensembl,gene,1110497,1128266,.,-,.,gene:ENSGALG00000043771,DENN domain containing 6B [Source:NCBI gene%3BAcc:426252],DENND6B
1,ensembl,gene,1142788,1201181,.,+,.,gene:ENSGALG00000029341,protein phosphatase 6%2C regulatory subunit 2 [Source:NCBI gene%3BAcc:430580],PPP6R2
1,ensembl,gene,1216193,1275443,.,-,.,gene:ENSGALG00000043178,SET binding factor 1 [Source:NCBI gene%3BAcc:417071],SBF1
1,ensembl,gene,1281583,1284116,.,+,.,gene:ENSGALG00000041965,myo-inositol oxygenase [Source:NCBI gene%3BAcc:107052518],MIOX
1,ensembl,gene,1284583,1291147,.,-,.,gene:ENSGALG00000041528,lipase maturation factor 2 [Source:NCBI gene%3BAcc:429380],LMF2
1,ensembl,gene,1291724,1300691,.,+,.,gene:ENSGALG00000054793,non-SMC condensin II complex subunit H2 [Source:NCBI gene%3BAcc:426276],NCAPH2
1,ensembl,gene,1300935,1301690,.,-,.,gene:ENSGALG00000046885,SCO2%2C cytochrome c oxidase assembly protein [Source:NCBI gene%3BAcc:429671],SCO2
1,ensembl,gene,1303775,1313361,.,+,.,gene:ENSGALG00000039982,interferon regulatory factor 5 [Source:NCBI gene%3BAcc:430409],IRF5
1,ensembl,gene,1323611,1333029,.,-,.,gene:ENSGALG00000039420,transportin 3 [Source:HGNC Symbol%3BAcc:HGNC:17103],TNPO3
1,ensembl,gene,1339503,1348245,.,+,.,gene:ENSGALG00000036114,smoothened%2C frizzled class receptor [Source:NCBI gene%3BAcc:395949],SMO
1,ensembl,gene,1354962,1392842,.,+,.,gene:ENSGALG00000032868,adenosylhomocysteinase like 2 [Source:NCBI gene%3BAcc:416675],AHCYL2
1,ensembl,gene,1393886,1407780,.,+,.,gene:ENSGALG00000038520,striatin interacting protein 2 [Source:NCBI gene%3BAcc:416676],STRIP2
1,ensembl,gene,1415723,1417686,.,+,.,gene:ENSGALG00000047596,small lysine rich protein 1 [Source:HGNC Symbol%3BAcc:HGNC:43561],SMKR1
1,ensembl,gene,1439043,1475012,.,+,.,gene:ENSGALG00000040060,nuclear respiratory factor 1 [Source:NCBI gene%3BAcc:416677],NRF1
1,ensembl,gene,1491840,1533752,.,-,.,gene:ENSGALG00000031975,ubiquitin conjugating enzyme E2 H [Source:NCBI gene%3BAcc:416678],UBE2H
1,ensembl,gene,1535010,1544020,.,-,.,gene:ENSGALG00000008003,zinc finger C3HC-type containing 1 [Source:NCBI gene%3BAcc:416679],ZC3HC1
1,ensembl,gene,1544377,1557306,.,+,.,gene:ENSGALG00000008013,kelch domain containing 10 [Source:NCBI gene%3BAcc:427683],KLHDC10
1,ensembl,gene,1560601,1566838,.,-,.,gene:ENSGALG00000036140,putative cation exchanger C521.04c-like [Source:NCBI gene%3BAcc:100859230],
1,ensembl,gene,1569016,1580853,.,-,.,gene:ENSGALG00000008036,transmembrane protein 209 [Source:NCBI gene%3BAcc:416681],TMEM209
1,ensembl,gene,1584921,1594275,.,+,.,gene:ENSGALG00000008048,carboxypeptidase A2 [Source:NCBI gene%3BAcc:416682],CPA2
1,ensembl,gene,1595635,1599967,.,+,.,gene:ENSGALG00000027296,carboxypeptidase A5 [Source:NCBI gene%3BAcc:416683],CPA5
1,ensembl,gene,1600797,1604593,.,+,.,gene:ENSGALG00000008087,carboxypeptidase A1 [Source:NCBI gene%3BAcc:395276],CPA1
1,ensembl,gene,1605215,1614380,.,-,.,gene:ENSGALG00000008103,centrosomal protein 41 [Source:NCBI gene%3BAcc:416684],CEP41
1,ensembl,gene,1614551,1619688,.,+,.,gene:ENSGALG00000008111,mesoderm specific transcript [Source:NCBI gene%3BAcc:427684],MEST
1,ensembl,gene,1619330,1638626,.,-,.,gene:ENSGALG00000008144,coatomer protein complex subunit gamma 2 [Source:NCBI gene%3BAcc:416685],COPG2
1,ensembl,gene,1655960,1680468,.,-,.,gene:ENSGALG00000008162,F-box protein%2C helicase%2C 18 [Source:NCBI gene%3BAcc:416687],FBXO18
1,ensembl,gene,1679825,1696352,.,+,.,gene:ENSGALG00000008168,ankyrin repeat domain 16 [Source:NCBI gene%3BAcc:416688],ANKRD16
1,ensembl,gene,1696185,1712220,.,+,.,gene:ENSGALG00000008169,GDP dissociation inhibitor 1 [Source:NCBI gene%3BAcc:395854],GDI1
1,ensembl,gene,1699253,1745742,.,-,.,gene:ENSGALG00000055101,family with sequence similarity 208 member B [Source:NCBI gene%3BAcc:416689],TASOR2
1,ensembl,gene,1752992,1763231,.,+,.,gene:ENSGALG00000008401,ankyrin repeat and SOCS box containing 13 [Source:NCBI gene%3BAcc:416691],ASB13
1,ensembl,gene,1768773,1769795,.,-,.,gene:ENSGALG00000008424,calmodulin like 3 [Source:NCBI gene%3BAcc:416692],CALML3
1,ensembl,gene,1772740,1784158,.,-,.,gene:ENSGALG00000008437,neuroepithelial cell transforming 1 [Source:NCBI gene%3BAcc:416693],NET1
1,ensembl,gene,1825448,1843919,.,-,.,gene:ENSGALG00000047026,,
1,ensembl,gene,1833150,1840448,.,+,.,gene:ENSGALG00000008444,tubulin alpha like 3 [Source:NCBI gene%3BAcc:416694],TUBAL3
1,ensembl,gene,1849044,1852908,.,-,.,gene:ENSGALG00000032978,urocortin 3 [Source:NCBI gene%3BAcc:769274],
1,ensembl,gene,1926186,1938922,.,-,.,gene:ENSGALG00000047442,,
1,ensembl,gene,1976735,1988947,.,+,.,gene:ENSGALG00000038187,solute carrier family 35 member B4 [Source:NCBI gene%3BAcc:416698],SLC35B4
1,ensembl,gene,1997923,2047067,.,-,.,gene:ENSGALG00000037842,leucine rich repeats and guanylate kinase domain containing [Source:NCBI gene%3BAcc:416699],LRGUK
1,ensembl,gene,2056289,2511935,.,-,.,gene:ENSGALG00000008477,exocyst complex component 4 [Source:NCBI gene%3BAcc:416700],EXOC4
1,ensembl,gene,2596212,2783089,.,+,.,gene:ENSGALG00000006489,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:NCBI gene%3BAcc:418435],CHCHD3
1,ensembl,gene,2887148,3334587,.,+,.,gene:ENSGALG00000006473,plexin A4 [Source:HGNC Symbol%3BAcc:HGNC:9102],PLXNA4
1,ensembl,gene,3688056,3728758,.,+,.,gene:ENSGALG00000006409,podocalyxin like [Source:NCBI gene%3BAcc:395755],PODXL
1,ensembl,gene,3736971,3836067,.,-,.,gene:ENSGALG00000006356,muskelin 1 [Source:NCBI gene%3BAcc:418250],MKLN1
1,ensembl,gene,4020062,4021279,.,-,.,gene:ENSGALG00000052368,,
1,ensembl,gene,4059566,4071675,.,+,.,gene:ENSGALG00000041978,K123 protein [Source:NCBI gene%3BAcc:395873],K123
1,ensembl,gene,4077855,4094276,.,-,.,gene:ENSGALG00000042471,interleukin 2 receptor subunit alpha [Source:NCBI gene%3BAcc:395294],IL2RA
1,ensembl,gene,4112110,4125975,.,+,.,gene:ENSGALG00000006332,RNA binding motif protein 17 [Source:NCBI gene%3BAcc:418248],RBM17
1,ensembl,gene,4138801,4175957,.,+,.,gene:ENSGALG00000040369,6-phosphofructo-2-kinase/fructose-2%2C6-biphosphatase 3 [Source:NCBI gene%3BAcc:418247],PFKFB3
1,ensembl,gene,4475698,4484372,.,-,.,gene:ENSGALG00000048616,,
1,ensembl,gene,4524285,4616058,.,-,.,gene:ENSGALG00000009279,Scm-like with four mbt domains 2 [Source:NCBI gene%3BAcc:425485],SFMBT2
1,ensembl,gene,4688854,4719036,.,+,.,gene:ENSGALG00000029446,transmembrane protein 110-like [Source:NCBI gene%3BAcc:419112],
1,ensembl,gene,4720811,4767090,.,-,.,gene:ENSGALG00000006891,inter-alpha-trypsin inhibitor heavy chain family member 5 [Source:NCBI gene%3BAcc:419111],ITIH5
1,ensembl,gene,4774156,4799281,.,+,.,gene:ENSGALG00000006833,inter-alpha-trypsin inhibitor heavy chain 2 [Source:NCBI gene%3BAcc:419110],ITIH2
1,ensembl,gene,4800961,4815768,.,-,.,gene:ENSGALG00000030702,Kin17 DNA and RNA binding protein [Source:NCBI gene%3BAcc:419109],KIN
1,ensembl,gene,4815823,4822759,.,+,.,gene:ENSGALG00000006753,ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C gamma polypeptide 1 [Source:NCBI gene%3BAcc:419108],ATP5C1
1,ensembl,gene,4825152,4937625,.,+,.,gene:ENSGALG00000006731,TATA-box binding protein associated factor 3 [Source:NCBI gene%3BAcc:419107],TAF3
1,ensembl,gene,4968059,4987014,.,+,.,gene:ENSGALG00000029270,GATA binding protein 3 [Source:NCBI gene%3BAcc:419106],GATA3
1,ensembl,gene,6143111,6513417,.,+,.,gene:ENSGALG00000034590,CUGBP Elav-like family member 2 [Source:NCBI gene%3BAcc:374111],CELF2
1,ensembl,gene,6569105,6679372,.,-,.,gene:ENSGALG00000035563,USP6 N-terminal like [Source:NCBI gene%3BAcc:419104],USP6NL
1,ensembl,gene,6699316,6704061,.,+,.,gene:ENSGALG00000006690,enoyl-CoA hydratase domain containing 3 [Source:NCBI gene%3BAcc:419098],ECHDC3
1,ensembl,gene,6730670,6745495,.,+,.,gene:ENSGALG00000055058,proline and serine rich 2 [Source:NCBI gene%3BAcc:419101],
1,ensembl,gene,6753645,6801597,.,-,.,gene:ENSGALG00000033772,UPF2 regulator of nonsense transcripts homolog (yeast) [Source:NCBI gene%3BAcc:419100],UPF2
1,ensembl,gene,6811050,6827488,.,+,.,gene:ENSGALG00000003674,dehydrogenase E1 and transketolase domain containing 1 [Source:NCBI gene%3BAcc:426076],DHTKD1
1,ensembl,gene,6834525,6850141,.,+,.,gene:ENSGALG00000036300,Sec61 translocon alpha 2 subunit [Source:NCBI gene%3BAcc:426369],SEC61A2
1,ensembl,gene,6851074,6858323,.,-,.,gene:ENSGALG00000013967,nudix hydrolase 5 [Source:NCBI gene%3BAcc:426368],NUDT5
1,ensembl,gene,6862559,6896744,.,+,.,gene:ENSGALG00000014038,cell division cycle 123 [Source:NCBI gene%3BAcc:426366],CDC123
1,ensembl,gene,6924409,7137720,.,+,.,gene:ENSGALG00000033051,calcium/calmodulin dependent protein kinase ID [Source:NCBI gene%3BAcc:425522],CAMK1D
1,ensembl,gene,7161428,7200482,.,-,.,gene:ENSGALG00000030140,coiled-coil domain containing 3 [Source:NCBI gene%3BAcc:769832],CCDC3
1,ensembl,gene,7225803,7245380,.,+,.,gene:ENSGALG00000013738,optineurin [Source:NCBI gene%3BAcc:374079],OPTN
1,ensembl,gene,7248738,7263920,.,+,.,gene:ENSGALG00000034198,minichromosome maintenance 10 replication initiation factor [Source:NCBI gene%3BAcc:429525],MCM10
1,ensembl,gene,7249016,7265003,.,+,.,gene:ENSGALG00000051529,,
1,ensembl,gene,7269227,7281113,.,-,.,gene:ENSGALG00000035636,phytanoyl-CoA 2-hydroxylase [Source:NCBI gene%3BAcc:426601],PHYH
1,ensembl,gene,7287501,7311282,.,-,.,gene:ENSGALG00000014575,selenophosphate synthetase 2-like [Source:NCBI gene%3BAcc:426612],SEPHS2L
1,ensembl,gene,7324436,7372660,.,-,.,gene:ENSGALG00000006682,BEN domain containing 7 [Source:NCBI gene%3BAcc:419037],BEND7
1,ensembl,gene,7384177,7401613,.,+,.,gene:ENSGALG00000043593,pre-mRNA processing factor 18 [Source:NCBI gene%3BAcc:419036],
1,ensembl,gene,7410004,7438493,.,-,.,gene:ENSGALG00000034992,FERM domain containing 4A [Source:HGNC Symbol%3BAcc:HGNC:25491],FRMD4A
1,ensembl,gene,7457295,7480699,.,-,.,gene:ENSGALG00000050213,,
1,ensembl,gene,7825021,7888297,.,-,.,gene:ENSGALG00000033226,family with sequence similarity 107 member B [Source:NCBI gene%3BAcc:426376],FAM107B
1,ensembl,gene,7970728,7981610,.,+,.,gene:ENSGALG00000035201,heat shock protein family A (Hsp70) member 14 [Source:NCBI gene%3BAcc:418802],HSPA14
1,ensembl,gene,7983063,7992822,.,+,.,gene:ENSGALG00000013920,suppressor of variegation 3-9 homolog 2 [Source:NCBI gene%3BAcc:426314],SUV39H2
1,ensembl,gene,7993092,8003663,.,-,.,gene:ENSGALG00000013926,DNA cross-link repair 1C [Source:NCBI gene%3BAcc:430764],DCLRE1C
1,ensembl,gene,8003807,8010070,.,+,.,gene:ENSGALG00000000451,meiosis/spermiogenesis associated 1 [Source:NCBI gene%3BAcc:769589],MEIG1
1,ensembl,gene,8021261,8028175,.,+,.,gene:ENSGALG00000006633,transmembrane protein 243 [Source:NCBI gene%3BAcc:418647],TMEM243
1,ensembl,gene,8028172,8056726,.,-,.,gene:ENSGALG00000030844,cyclin D binding myb like transcription factor 1 [Source:NCBI gene%3BAcc:418646],DMTF1
1,ensembl,gene,8136573,8180800,.,+,.,gene:ENSGALG00000030324,KIAA1324 like [Source:NCBI gene%3BAcc:418645],ELAPOR2
1,ensembl,gene,8188214,8295700,.,-,.,gene:ENSGALG00000006576,glutamate metabotropic receptor 3 [Source:NCBI gene%3BAcc:418644],GRM3
1,ensembl,gene,8841295,8982974,.,+,.,gene:ENSGALG00000006563,semaphorin 3D [Source:NCBI gene%3BAcc:396332],SEMA3D
1,ensembl,gene,9343631,9514699,.,+,.,gene:ENSGALG00000006560,semaphorin 3A [Source:NCBI gene%3BAcc:395825],SEMA3A
1,ensembl,gene,9659444,9790390,.,+,.,gene:ENSGALG00000038225,semaphorin 3E [Source:NCBI gene%3BAcc:374089],SEMA3E
1,ensembl,gene,9865126,9866199,.,+,.,gene:ENSGALG00000049217,,
1,ensembl,gene,9888360,9896316,.,+,.,gene:ENSGALG00000037435,,
1,ensembl,gene,9908004,10213943,.,+,.,gene:ENSGALG00000039659,piccolo presynaptic cytomatrix protein [Source:NCBI gene%3BAcc:395319],
1,ensembl,gene,10375977,10734880,.,+,.,gene:ENSGALG00000008486,calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:NCBI gene%3BAcc:768444],CACNA2D1
1,ensembl,gene,10800773,10860504,.,+,.,gene:ENSGALG00000033974,hepatocyte growth factor [Source:NCBI gene%3BAcc:395941],HGF
1,ensembl,gene,10877917,10879590,.,+,.,gene:ENSGALG00000050082,,
1,ensembl,gene,10932924,10934159,.,+,.,gene:ENSGALG00000052917,,
1,ensembl,gene,11192619,11310904,.,+,.,gene:ENSGALG00000040444,semaphorin 3C [Source:NCBI gene%3BAcc:374090],SEMA3C
1,ensembl,gene,11333589,11371413,.,-,.,gene:ENSGALG00000008439,CD36 molecule [Source:NCBI gene%3BAcc:417730],CD36
1,ensembl,gene,11413084,11443325,.,+,.,gene:ENSGALG00000008427,G protein subunit alpha transducin 3 [Source:NCBI gene%3BAcc:427851],GNAT3
1,ensembl,gene,11521697,11555109,.,-,.,gene:ENSGALG00000008382,G protein subunit alpha i1 [Source:NCBI gene%3BAcc:396368],GNAI1
1,ensembl,gene,11833981,12556826,.,+,.,gene:ENSGALG00000038834,membrane associated guanylate kinase%2C WW and PDZ domain containing 2 [Source:NCBI gene%3BAcc:417729],MAGI2
1,ensembl,gene,12579897,12642685,.,-,.,gene:ENSGALG00000008335,putative homeodomain transcription factor 2 [Source:NCBI gene%3BAcc:417728],PHTF2
1,ensembl,gene,12642781,12647019,.,+,.,gene:ENSGALG00000008330,transmembrane protein 60 [Source:NCBI gene%3BAcc:417727],TMEM60
1,ensembl,gene,12650569,12700021,.,-,.,gene:ENSGALG00000008328,round spermatid basic protein 1 like [Source:NCBI gene%3BAcc:768780],RSBN1L
1,ensembl,gene,12711371,12781126,.,-,.,gene:ENSGALG00000051957,protein tyrosine phosphatase%2C non-receptor type 12 [Source:NCBI gene%3BAcc:417725],PTPN12
1,ensembl,gene,12815093,12861596,.,+,.,gene:ENSGALG00000008312,gamma-secretase activating protein [Source:NCBI gene%3BAcc:417724],GSAP
1,ensembl,gene,12862932,12874644,.,-,.,gene:ENSGALG00000046379,,
1,ensembl,gene,12878485,12882617,.,-,.,gene:ENSGALG00000050444,,
1,ensembl,gene,12885040,12935312,.,-,.,gene:ENSGALG00000008309,,
1,ensembl,gene,12915252,12921296,.,+,.,gene:ENSGALG00000008306,fibrinogen like 2 [Source:NCBI gene%3BAcc:768821],FGL2
1,ensembl,gene,12932861,12973755,.,+,.,gene:ENSGALG00000008301,family with sequence similarity 185 member A [Source:NCBI gene%3BAcc:417722],FAM185A
1,ensembl,gene,12976445,13009149,.,-,.,gene:ENSGALG00000045817,,
1,ensembl,gene,13007015,13024134,.,+,.,gene:ENSGALG00000008298,leucine rich repeat containing 17 [Source:NCBI gene%3BAcc:395440],LRRC17
1,ensembl,gene,13012496,13049469,.,-,.,gene:ENSGALG00000053565,,
1,ensembl,gene,13055479,13063032,.,+,.,gene:ENSGALG00000008288,armadillo repeat containing 10 [Source:NCBI gene%3BAcc:417720],ARMC10
1,ensembl,gene,13065354,13085319,.,-,.,gene:ENSGALG00000008285,N-acyl phosphatidylethanolamine phospholipase D [Source:NCBI gene%3BAcc:417719],NAPEPLD
1,ensembl,gene,13106457,13115404,.,+,.,gene:ENSGALG00000008280,peptidase%2C mitochondrial processing beta subunit [Source:NCBI gene%3BAcc:417718],PMPCB
1,ensembl,gene,13115336,13132568,.,-,.,gene:ENSGALG00000008249,DnaJ heat shock protein family (Hsp40) member C2 [Source:NCBI gene%3BAcc:417717],DNAJC2
1,ensembl,gene,13132814,13140156,.,+,.,gene:ENSGALG00000008236,proteasome 26S subunit%2C ATPase 2 [Source:NCBI gene%3BAcc:417716],PSMC2
1,ensembl,gene,13143618,13176986,.,-,.,gene:ENSGALG00000008222,solute carrier family 26 member 5 [Source:NCBI gene%3BAcc:417715],SLC26A5
1,ensembl,gene,13185663,13457234,.,-,.,gene:ENSGALG00000008193,reelin [Source:NCBI gene%3BAcc:427850],RELN
1,ensembl,gene,13486054,13555003,.,-,.,gene:ENSGALG00000008175,origin recognition complex subunit 5 [Source:NCBI gene%3BAcc:417714],ORC5
1,ensembl,gene,13612065,13772223,.,+,.,gene:ENSGALG00000043367,LHFPL tetraspan subfamily member 3 [Source:HGNC Symbol%3BAcc:HGNC:6589],LHFPL3
1,ensembl,gene,13903212,13955809,.,+,.,gene:ENSGALG00000008167,lysine methyltransferase 2E [Source:NCBI gene%3BAcc:417712],KMT2E
1,ensembl,gene,13958935,14006452,.,-,.,gene:ENSGALG00000008154,SRSF protein kinase 2 [Source:NCBI gene%3BAcc:417711],SRPK2
1,ensembl,gene,14118066,14138060,.,+,.,gene:ENSGALG00000008132,pseudouridylate synthase 7 (putative) [Source:NCBI gene%3BAcc:417709],PUS7
1,ensembl,gene,14138452,14150312,.,+,.,gene:ENSGALG00000008123,RAD50 interactor 1 [Source:NCBI gene%3BAcc:427848],RINT1
1,ensembl,gene,14149893,14152034,.,-,.,gene:ENSGALG00000045949,EF-hand calcium binding domain 10 [Source:NCBI gene%3BAcc:769240],EFCAB10
1,ensembl,gene,14159516,14267311,.,-,.,gene:ENSGALG00000008115,ataxin 7 like 1 [Source:NCBI gene%3BAcc:427847],ATXN7L1
1,ensembl,gene,14285663,14295379,.,+,.,gene:ENSGALG00000054032,,
1,ensembl,gene,14305496,14308734,.,+,.,gene:ENSGALG00000052028,,
1,ensembl,gene,14331311,14337554,.,-,.,gene:ENSGALG00000029006,synaptophysin like 1 [Source:NCBI gene%3BAcc:417708],SYPL1
1,ensembl,gene,14365885,14392312,.,-,.,gene:ENSGALG00000008098,nicotinamide phosphoribosyltransferase pseudogene 1 [Source:NCBI gene%3BAcc:417707],NAMPTP1
1,ensembl,gene,14541326,14569607,.,+,.,gene:ENSGALG00000008081,phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit gamma [Source:NCBI gene%3BAcc:417706],PIK3CG
1,ensembl,gene,14593473,14674699,.,+,.,gene:ENSGALG00000008060,protein kinase cAMP-dependent type II regulatory subunit beta [Source:NCBI gene%3BAcc:769420],PRKAR2B
1,ensembl,gene,14682620,14697934,.,+,.,gene:ENSGALG00000008050,HMG-box transcription factor 1 [Source:NCBI gene%3BAcc:417705],HBP1
1,ensembl,gene,14697142,14881357,.,-,.,gene:ENSGALG00000042764,component of oligomeric golgi complex 5 [Source:NCBI gene%3BAcc:417704],COG5
1,ensembl,gene,14842550,14848604,.,+,.,gene:ENSGALG00000008032,G protein-coupled receptor 22 [Source:NCBI gene%3BAcc:769379],
1,ensembl,gene,14881061,14892683,.,+,.,gene:ENSGALG00000023661,dihydrouridine synthase 4 like [Source:NCBI gene%3BAcc:769352],
1,ensembl,gene,14895745,14919193,.,+,.,gene:ENSGALG00000008009,B-cell receptor associated protein 29 [Source:NCBI gene%3BAcc:417702],BCAP29
1,ensembl,gene,14925155,14945434,.,+,.,gene:ENSGALG00000007998,solute carrier family 26 member 4 [Source:NCBI gene%3BAcc:427845],SLC26A4
1,ensembl,gene,14949364,14955883,.,+,.,gene:ENSGALG00000038981,Cbl proto-oncogene like 1 [Source:NCBI gene%3BAcc:417701],CBLL1
1,ensembl,gene,14959701,14973287,.,-,.,gene:ENSGALG00000007959,solute carrier family 26 member 3 [Source:NCBI gene%3BAcc:417700],SLC26A3
1,ensembl,gene,14993975,15007776,.,+,.,gene:ENSGALG00000007931,dihydrolipoamide dehydrogenase [Source:NCBI gene%3BAcc:417699],DLD
1,ensembl,gene,15009296,15165846,.,-,.,gene:ENSGALG00000007905,laminin subunit beta 1 [Source:NCBI gene%3BAcc:396478],LAMB1
1,ensembl,gene,15053471,15105407,.,-,.,gene:ENSGALG00000007917,laminin subunit beta 4 [Source:NCBI gene%3BAcc:396076],LAMB4
1,ensembl,gene,15105451,15128477,.,+,.,gene:ENSGALG00000007183,ERGIC and golgi 2 [Source:NCBI gene%3BAcc:417697],ERGIC2
1,ensembl,gene,15135366,15199297,.,-,.,gene:ENSGALG00000007161,leucine rich repeat kinase 2 [Source:NCBI gene%3BAcc:427844],LRRK2
1,ensembl,gene,15243988,15377569,.,+,.,gene:ENSGALG00000035940,solute carrier family 2 member 13 [Source:NCBI gene%3BAcc:769652],SLC2A13
1,ensembl,gene,15407886,15449742,.,+,.,gene:ENSGALG00000042554,ATP binding cassette subfamily D member 2 [Source:NCBI gene%3BAcc:417694],ABCD2
1,ensembl,gene,15477557,15560977,.,+,.,gene:ENSGALG00000007098,kinesin family member 21A [Source:NCBI gene%3BAcc:417692],KIF21A
1,ensembl,gene,15584706,15614988,.,+,.,gene:ENSGALG00000043872,sucrase-isomaltase%2C intestinal-like [Source:NCBI gene%3BAcc:417691],
1,ensembl,gene,15633800,15729892,.,+,.,gene:ENSGALG00000007025,copine 8 [Source:NCBI gene%3BAcc:417690],CPNE8
1,ensembl,gene,15818747,15825318,.,-,.,gene:ENSGALG00000040272,ALG10%2C alpha-1%2C2-glucosyltransferase [Source:NCBI gene%3BAcc:426734],ALG10
1,ensembl,gene,15825374,15829351,.,+,.,gene:ENSGALG00000013018,TP53RK binding protein [Source:NCBI gene%3BAcc:425906],TPRKB
1,ensembl,gene,15836984,15848465,.,+,.,gene:ENSGALG00000004897,G2 and S-phase expressed 1 [Source:NCBI gene%3BAcc:425204],GTSE1
1,ensembl,gene,15848575,15860199,.,+,.,gene:ENSGALG00000031922,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:NCBI gene%3BAcc:425909],TRMU
