chr,source,type,start,stop,score,strand,phase,ID,comment,name
2L,FlyBase,gene,305935,355566,.,+,.,gene:FBgn0004611,Phospholipase C at 21C,Plc21C
2L,FlyBase,gene,318362,319259,.,-,.,gene:FBgn0031248,,CG11912
2L,FlyBase,gene,320279,321248,.,-,.,gene:FBgn0031249,,CG11911
2L,FlyBase,gene,322101,323091,.,+,.,gene:FBgn0053127,,CG33127
2L,FlyBase,gene,325522,329761,.,-,.,gene:FBgn0264086,,CG43755
2L,FlyBase,gene,329910,332335,.,-,.,gene:FBgn0051921,,CG31921
2L,FlyBase,gene,355565,357874,.,-,.,gene:FBgn0031250,Equilibrative nucleoside transporter 1,Ent1
2L,FlyBase,gene,378112,387439,.,+,.,gene:FBgn0000061,aristaless,al
2L,FlyBase,gene,396595,402198,.,-,.,gene:FBgn0031251,,CG4213
2L,FlyBase,gene,404285,407969,.,+,.,gene:FBgn0003278,RNA polymerase I 135kD subunit,RpI135
2L,FlyBase,gene,408030,414777,.,-,.,gene:FBgn0264855,Adaptor Protein complex 2%2C alpha subunit,AP-2alpha
2L,FlyBase,gene,415067,418536,.,+,.,gene:FBgn0263933,ebi,ebi
2L,FlyBase,gene,418434,419652,.,-,.,gene:FBgn0031252,,CG13690
2L,FlyBase,gene,419952,420864,.,+,.,gene:FBgn0002593,Ribosomal protein LP1,RpLP1
2L,FlyBase,gene,420895,421450,.,-,.,gene:FBgn0031253,,CG11885
2L,FlyBase,gene,421771,422489,.,+,.,gene:FBgn0031254,,CG13692
2L,FlyBase,gene,422873,425321,.,+,.,gene:FBgn0031255,Bardet-Biedl syndrome 8,BBS8
2L,FlyBase,gene,431227,448701,.,+,.,gene:FBgn0004583,expanded,ex
2L,FlyBase,gene,448254,453024,.,-,.,gene:FBgn0015924,croquemort,crq
2L,FlyBase,gene,453108,454654,.,+,.,gene:FBgn0031256,shriveled,shv
2L,FlyBase,gene,455531,458745,.,+,.,gene:FBgn0031257,,CG4133
2L,FlyBase,gene,458876,472200,.,-,.,gene:FBgn0031258,,CG4297
2L,FlyBase,gene,473013,476170,.,+,.,gene:FBgn0027592,Mediator complex subunit 15,MED15
2L,FlyBase,gene,476220,540560,.,+,.,gene:FBgn0003963,u-shaped,ush
2L,FlyBase,gene,476446,479688,.,-,.,gene:FBgn0043364,cabut,cbt
2L,FlyBase,gene,540599,542580,.,-,.,gene:FBgn0010602,lesswright,lwr
2L,FlyBase,gene,542786,544653,.,-,.,gene:FBgn0031260,Signal peptide peptidase,Spp
2L,FlyBase,gene,544925,552923,.,-,.,gene:FBgn0005660,Ets at 21C,Ets21C
2L,FlyBase,gene,545129,547096,.,+,.,gene:FBgn0031261,nicotinic Acetylcholine Receptor beta3,nAChRbeta3
2L,FlyBase,gene,553742,560310,.,-,.,gene:FBgn0260933,reduced mechanoreceptor potential A,rempA
2L,FlyBase,gene,559612,560523,.,+,.,gene:FBgn0031263,Translocator protein,Tspo
2L,FlyBase,gene,560568,563819,.,-,.,gene:FBgn0031264,,CG11835
2L,FlyBase,gene,564163,566472,.,+,.,gene:FBgn0031265,,CG2794
2L,FlyBase,gene,566366,568121,.,-,.,gene:FBgn0021874,Notchless,Nle
2L,FlyBase,gene,568340,572907,.,+,.,gene:FBgn0031266,Splicing factor 3b subunit 1,Sf3b1
2L,FlyBase,gene,573033,574264,.,-,.,gene:FBgn0031267,Ipk2,Ipk2
2L,FlyBase,gene,574291,575734,.,+,.,gene:FBgn0031268,coiled,cold
2L,FlyBase,gene,575711,576896,.,-,.,gene:FBgn0013323,Prothoracicotropic hormone,Ptth
2L,FlyBase,gene,577486,579549,.,+,.,gene:FBgn0023489,PvuII-PstI homology 13,Pph13
2L,FlyBase,gene,583540,594685,.,-,.,gene:FBgn0010323,Goosecoid,Gsc
2L,FlyBase,gene,602813,604430,.,+,.,gene:FBgn0031270,,CG13689
2L,FlyBase,gene,620298,621201,.,-,.,gene:FBgn0040106,lectin-21Cb,lectin-21Cb
2L,FlyBase,gene,624617,625556,.,+,.,gene:FBgn0040107,lectin-21Ca,lectin-21Ca
2L,FlyBase,gene,625652,628200,.,+,.,gene:FBgn0031273,,CG2839
2L,FlyBase,gene,640013,714983,.,-,.,gene:FBgn0284247,dachsous,ds
2L,FlyBase,gene,728362,730564,.,+,.,gene:FBgn0011244,Heat shock protein 60B,Hsp60B
2L,FlyBase,gene,737212,744395,.,-,.,gene:FBgn0026438,Excitatory amino acid transporter 2,Eaat2
2L,FlyBase,gene,749945,762399,.,+,.,gene:FBgn0031275,metabotropic GABA-B receptor subtype 3,GABA-B-R3
2L,FlyBase,gene,773547,774017,.,+,.,gene:FBgn0031276,,CG12506
2L,FlyBase,gene,776536,776941,.,+,.,gene:FBgn0040725,,CG13946
2L,FlyBase,gene,779173,779655,.,+,.,gene:FBgn0031277,,CG13947
2L,FlyBase,gene,780482,782885,.,+,.,gene:FBgn0041250,Gustatory receptor 21a,Gr21a
2L,FlyBase,gene,784336,788776,.,+,.,gene:FBgn0031279,,CG3544
2L,FlyBase,gene,786153,790798,.,-,.,gene:FBgn0000442,Protein kinase%2C cGMP-dependent at 21D,Pkg21D
2L,FlyBase,gene,810577,811531,.,+,.,gene:FBgn0051658,Nnf1b,Nnf1b
2L,FlyBase,gene,811584,813380,.,+,.,gene:FBgn0086130,DEAD box protein 21E2,Dbp21E2
2L,FlyBase,gene,813314,815950,.,-,.,gene:FBgn0031281,SAGA factor-like TAF6,Saf6
2L,FlyBase,gene,815993,818096,.,+,.,gene:FBgn0031282,Peroxin 12,Pex12
2L,FlyBase,gene,816994,817950,.,-,.,gene:FBgn0031283,,CG15880
2L,FlyBase,gene,818079,819508,.,-,.,gene:FBgn0031284,Post-GPI attachment to proteins 2,PGAP2
2L,FlyBase,gene,819964,821209,.,+,.,gene:FBgn0015621,Clipper,Clp
2L,FlyBase,gene,821289,824337,.,+,.,gene:FBgn0031285,,CG3662
2L,FlyBase,gene,824329,825861,.,-,.,gene:FBgn0031286,,CG3862
2L,FlyBase,gene,825969,833241,.,+,.,gene:FBgn0010583,dreadlocks,dock
2L,FlyBase,gene,833584,851071,.,-,.,gene:FBgn0020304,drongo,drongo
2L,FlyBase,gene,851251,852730,.,-,.,gene:FBgn0031287,,CG4291
2L,FlyBase,gene,852768,854539,.,+,.,gene:FBgn0020545,kraken,kraken
2L,FlyBase,gene,855337,856639,.,+,.,gene:FBgn0031288,,CG13949
2L,FlyBase,gene,860197,861806,.,+,.,gene:FBgn0031289,,CG13950
2L,FlyBase,gene,861849,868354,.,-,.,gene:FBgn0029095,arouser,aru
2L,FlyBase,gene,868673,869857,.,-,.,gene:FBgn0020305,dribble,dbe
2L,FlyBase,gene,870465,877038,.,+,.,gene:FBgn0053526,Phosphatase 1 nuclear targeting subunit,PNUTS
2L,FlyBase,gene,877172,885141,.,-,.,gene:FBgn0031292,,CG15824
2L,FlyBase,gene,877302,878270,.,+,.,gene:FBgn0002936,neither inactivation nor afterpotential A,ninaA
2L,FlyBase,gene,898500,901316,.,+,.,gene:FBgn0002563,Larval serum protein 1 beta,Lsp1beta
2L,FlyBase,gene,914086,917805,.,+,.,gene:FBgn0046113,Glutamate receptor IIC,GluRIIC
2L,FlyBase,gene,922793,958098,.,+,.,gene:FBgn0028481,,CG4341
2L,FlyBase,gene,1008378,1048053,.,-,.,gene:FBgn0031294,IA-2 protein tyrosine phosphatase,IA-2
2L,FlyBase,gene,1026105,1026897,.,-,.,gene:FBgn0031295,,CG4375
2L,FlyBase,gene,1037246,1038685,.,+,.,gene:FBgn0031296,,CG4415
2L,FlyBase,gene,1049674,1077815,.,-,.,gene:FBgn0003310,Star,S
2L,FlyBase,gene,1077948,1080803,.,+,.,gene:FBgn0015905,asteroid,ast
2L,FlyBase,gene,1080911,1085380,.,+,.,gene:FBgn0031298,Autophagy-related 4a,Atg4a
2L,FlyBase,gene,1083091,1102504,.,-,.,gene:FBgn0031299,,CG4629
2L,FlyBase,gene,1103254,1108373,.,-,.,gene:FBgn0261938,mitochondrial RNA polymerase,mtRNApol
2L,FlyBase,gene,1108540,1112694,.,+,.,gene:FBgn0031301,,CG14339
2L,FlyBase,gene,1112941,1114138,.,+,.,gene:FBgn0031302,,CG14340
2L,FlyBase,gene,1114654,1128953,.,-,.,gene:FBgn0016926,Pinocchio,Pino
2L,FlyBase,gene,1129316,1132411,.,+,.,gene:FBgn0031304,TBC1 domain family member 23,TBC1D23
2L,FlyBase,gene,1132332,1134098,.,-,.,gene:FBgn0031305,Iris,Iris
2L,FlyBase,gene,1134693,1141156,.,+,.,gene:FBgn0031306,,CG4577
2L,FlyBase,gene,1143201,1147395,.,+,.,gene:FBgn0031307,Major Facilitator Superfamily Transporter 3,MFS3
2L,FlyBase,gene,1147822,1149449,.,+,.,gene:FBgn0283525,lethal (2) 10685,l(2)10685
2L,FlyBase,gene,1149445,1150677,.,-,.,gene:FBgn0031309,Transcription factor B4,Tfb4
2L,FlyBase,gene,1150766,1151764,.,+,.,gene:FBgn0031310,Vacuolar protein sorting 29,Vps29
2L,FlyBase,gene,1151678,1158262,.,-,.,gene:FBgn0261458,capulet,capt
2L,FlyBase,gene,1158661,1160220,.,+,.,gene:FBgn0031312,Transport and Golgi organization 14,Tango14
2L,FlyBase,gene,1160290,1163886,.,-,.,gene:FBgn0031313,,CG5080
2L,FlyBase,gene,1164443,1166425,.,+,.,gene:FBgn0031314,Integrator 14,IntS14
2L,FlyBase,gene,1166506,1167211,.,+,.,gene:FBgn0031315,,CG14341
2L,FlyBase,gene,1167172,1170365,.,-,.,gene:FBgn0024314,Phospholipase A2 activator protein,Plap
2L,FlyBase,gene,1170181,1170789,.,+,.,gene:FBgn0051922,,CG31922
2L,FlyBase,gene,1170753,1172805,.,-,.,gene:FBgn0031317,Charon,Charon
2L,FlyBase,gene,1173009,1177589,.,+,.,gene:FBgn0031318,,CG4887
2L,FlyBase,gene,1177690,1182454,.,+,.,gene:FBgn0031319,,CG4896
2L,FlyBase,gene,1182297,1184020,.,-,.,gene:FBgn0031320,,CG5126
2L,FlyBase,gene,1184065,1185698,.,+,.,gene:FBgn0031321,tRNA-guanine transglycosylase,Tgt
2L,FlyBase,gene,1185757,1196807,.,+,.,gene:FBgn0031322,,CG5001
2L,FlyBase,gene,1198465,1199266,.,-,.,gene:FBgn0031323,,CG5139
2L,FlyBase,gene,1199412,1199924,.,+,.,gene:FBgn0263080,,CG43348
2L,FlyBase,gene,1200205,1200663,.,+,.,gene:FBgn0263081,,CG43349
2L,FlyBase,gene,1200671,1201220,.,+,.,gene:FBgn0040723,,CG5011
2L,FlyBase,gene,1204215,1205250,.,+,.,gene:FBgn0031324,,CG14342
2L,FlyBase,gene,1219293,1229802,.,+,.,gene:FBgn0259229,,CG42329
2L,FlyBase,gene,1240036,1243018,.,+,.,gene:FBgn0031327,,CG5397
2L,FlyBase,gene,1256417,1296596,.,+,.,gene:FBgn0041097,roundabout 3,robo3
2L,FlyBase,gene,1329161,1329993,.,+,.,gene:FBgn0011294,antennal protein 5,a5
2L,FlyBase,gene,1334128,1335514,.,+,.,gene:FBgn0031331,,CG5440
2L,FlyBase,gene,1341365,1342095,.,-,.,gene:FBgn0053923,,CG33923
2L,FlyBase,gene,1343443,1344171,.,-,.,gene:FBgn0053922,,CG33922
2L,FlyBase,gene,1344400,1345135,.,+,.,gene:FBgn0026141,Cytoplasmic dynein light chain 2,Cdlc2
2L,FlyBase,gene,1351728,1352868,.,-,.,gene:FBgn0031332,,CG5556
2L,FlyBase,gene,1352970,1354109,.,-,.,gene:FBgn0031333,,CG5561
2L,FlyBase,gene,1354101,1354919,.,-,.,gene:FBgn0051924,,CG31924
2L,FlyBase,gene,1354911,1355924,.,-,.,gene:FBgn0031335,,CG5565
2L,FlyBase,gene,1358925,1359790,.,-,.,gene:FBgn0051659,,CG31659
2L,FlyBase,gene,1359837,1361821,.,-,.,gene:FBgn0053126,Neural Lazarillo,NLaz
2L,FlyBase,gene,1367996,1369050,.,+,.,gene:FBgn0031337,,CG14346
2L,FlyBase,gene,1380086,1420453,.,-,.,gene:FBgn0002543,roundabout 2,robo2
2L,FlyBase,gene,1428474,1429159,.,+,.,gene:FBgn0263320,,CG43401
2L,FlyBase,gene,1442627,1443832,.,+,.,gene:FBgn0263321,,CG43402
2L,FlyBase,gene,1492295,1493859,.,+,.,gene:FBgn0051928,,CG31928
2L,FlyBase,gene,1494070,1495456,.,+,.,gene:FBgn0053128,,CG33128
2L,FlyBase,gene,1495460,1497071,.,+,.,gene:FBgn0051926,,CG31926
2L,FlyBase,gene,1497243,1498583,.,+,.,gene:FBgn0051661,,CG31661
2L,FlyBase,gene,1498455,1500608,.,-,.,gene:FBgn0031343,,CG18131
2L,FlyBase,gene,1500784,1502904,.,-,.,gene:FBgn0031344,,CG7420
2L,FlyBase,gene,1516795,1517478,.,-,.,gene:FBgn0031345,,CG18132
2L,FlyBase,gene,1517533,1518148,.,-,.,gene:FBgn0001174,halo,halo
2L,FlyBase,gene,1520491,1522156,.,+,.,gene:FBgn0026398,Odorant receptor 22a,Or22a
2L,FlyBase,gene,1522697,1524257,.,+,.,gene:FBgn0026397,Odorant receptor 22b,Or22b
2L,FlyBase,gene,1555129,1609389,.,+,.,gene:FBgn0261509,hattifattener,haf
2L,FlyBase,gene,1584866,1587155,.,-,.,gene:FBgn0031347,,CG10869
2L,FlyBase,gene,1594822,1611157,.,-,.,gene:FBgn0051935,,CG31935
2L,FlyBase,gene,1611410,1612576,.,+,.,gene:FBgn0031351,,CG14352
2L,FlyBase,gene,1612429,1614160,.,-,.,gene:FBgn0021906,Rieske iron-sulfur protein,RFeSP
2L,FlyBase,gene,1651258,1704682,.,+,.,gene:FBgn0086758,Chronologically inappropriate morphogenesis,chinmo
2L,FlyBase,gene,1704902,1706962,.,+,.,gene:FBgn0011570,capping protein beta,cpb
2L,FlyBase,gene,1707132,1710421,.,-,.,gene:FBgn0031356,,CG17660
2L,FlyBase,gene,1710462,1711465,.,+,.,gene:FBgn0031357,mitochondrial ribosomal protein L48,mRpL48
2L,FlyBase,gene,1711302,1715851,.,-,.,gene:FBgn0086698,fritz,frtz
2L,FlyBase,gene,1716244,1724388,.,-,.,gene:FBgn0031359,Replication in mitochondria 2,Rim2
2L,FlyBase,gene,1724768,1729636,.,-,.,gene:FBgn0000579,Enolase,Eno
2L,FlyBase,gene,1728732,1729762,.,+,.,gene:FBgn0260648,Ribosomal RNA processing 40,Rrp40
2L,FlyBase,gene,1729887,1731070,.,+,.,gene:FBgn0031360,,CG31937
2L,FlyBase,gene,1731033,1732356,.,-,.,gene:FBgn0031361,,CG17652
2L,FlyBase,gene,1732524,1750612,.,+,.,gene:FBgn0264494,,CG17646
2L,FlyBase,gene,1750687,1752122,.,-,.,gene:FBgn0027597,,CG17712
2L,FlyBase,gene,1752308,1752848,.,+,.,gene:FBgn0031364,,CG17648
2L,FlyBase,gene,1755253,1756451,.,-,.,gene:FBgn0041249,Gustatory receptor 22f,Gr22f
2L,FlyBase,gene,1758286,1759093,.,-,.,gene:FBgn0031365,,CG17650
2L,FlyBase,gene,1784062,1785286,.,+,.,gene:FBgn0045497,Gustatory receptor 22e,Gr22e
2L,FlyBase,gene,1789141,1790361,.,-,.,gene:FBgn0045498,Gustatory receptor 22d,Gr22d
2L,FlyBase,gene,1790617,1791823,.,-,.,gene:FBgn0265138,Gustatory receptor 22c,Gr22c
2L,FlyBase,gene,1792057,1793268,.,-,.,gene:FBgn0045500,Gustatory receptor 22b,Gr22b
2L,FlyBase,gene,1793668,1794917,.,-,.,gene:FBgn0045501,Gustatory receptor 22a,Gr22a
2L,FlyBase,gene,1821256,1823331,.,-,.,gene:FBgn0051933,,CG31933
2L,FlyBase,gene,1824172,1826500,.,-,.,gene:FBgn0051664,,CG31664
2L,FlyBase,gene,1831627,1832565,.,-,.,gene:FBgn0031367,calcutta cup,c-cup
2L,FlyBase,gene,1836538,1858550,.,+,.,gene:FBgn0051665,weary,wry
2L,FlyBase,gene,1858609,1881480,.,-,.,gene:FBgn0051663,,CG31663
2L,FlyBase,gene,1869803,1871032,.,+,.,gene:FBgn0031372,,CG7295
2L,FlyBase,gene,1882008,1883214,.,-,.,gene:FBgn0031373,,CG15358
2L,FlyBase,gene,1884622,1944289,.,+,.,gene:FBgn0031374,WD repeat domain 62,Wdr62
2L,FlyBase,gene,1945150,1945709,.,-,.,gene:FBgn0040719,,CG15357
2L,FlyBase,gene,1945815,1946728,.,-,.,gene:FBgn0053673,,CG33673
2L,FlyBase,gene,1950239,1970362,.,-,.,gene:FBgn0031375,earmuff,erm
2L,FlyBase,gene,1973957,1975413,.,+,.,gene:FBgn0267972,Derlin-1,Der-1
2L,FlyBase,gene,1975463,1980755,.,-,.,gene:FBgn0031377,,CG15356
2L,FlyBase,gene,1981176,1982099,.,+,.,gene:FBgn0031378,,CG15362
2L,FlyBase,gene,1982217,1984514,.,+,.,gene:FBgn0031379,,CG7289
2L,FlyBase,gene,1984512,1987758,.,-,.,gene:FBgn0001125,Glutamate oxaloacetate transaminase 2,Got2
2L,FlyBase,gene,1988290,1988940,.,+,.,gene:FBgn0031381,Niemann-Pick type C-2a,Npc2a
2L,FlyBase,gene,1991381,1992160,.,-,.,gene:FBgn0043539,Odorant-binding protein 22a,Obp22a
2L,FlyBase,gene,1997102,2006313,.,-,.,gene:FBgn0053543,,CG33543
2L,FlyBase,gene,2006763,2007193,.,-,.,gene:FBgn0040718,,CG15353
2L,FlyBase,gene,2008414,2009072,.,+,.,gene:FBgn0040717,Neuropeptide-like precursor 4,Nplp4
2L,FlyBase,gene,2009859,2030788,.,+,.,gene:FBgn0031384,,CG4238
2L,FlyBase,gene,2032519,2036041,.,-,.,gene:FBgn0259192,,CG42296
2L,FlyBase,gene,2036409,2037265,.,-,.,gene:FBgn0259230,lectin-22C,lectin-22C
2L,FlyBase,gene,2037714,2044372,.,+,.,gene:FBgn0003557,Suppressor of deltex,Su(dx)
2L,FlyBase,gene,2045494,2048054,.,+,.,gene:FBgn0028952,Kinetochore and EB1 associated basic protein,Kebab
2L,FlyBase,gene,2054589,2057967,.,+,.,gene:FBgn0026396,Odorant receptor 22c,Or22c
2L,FlyBase,gene,2058790,2109878,.,-,.,gene:FBgn0053516,defective proboscis extension response 3,dpr3
2L,FlyBase,gene,2079919,2081286,.,+,.,gene:FBgn0031388,,CG12674
2L,FlyBase,gene,2127309,2129237,.,-,.,gene:FBgn0031389,,CG4259
2L,FlyBase,gene,2130813,2137296,.,+,.,gene:FBgn0004507,Glycogen phosphorylase,GlyP
2L,FlyBase,gene,2137350,2145187,.,-,.,gene:FBgn0031390,tho2,tho2
2L,FlyBase,gene,2145297,2147275,.,-,.,gene:FBgn0031391,,CG11723
2L,FlyBase,gene,2147518,2151664,.,+,.,gene:FBgn0027509,tubulin folding cofactor D,TBCD
2L,FlyBase,gene,2151754,2155389,.,+,.,gene:FBgn0031392,Apoptosis inducing factor,AIF
2L,FlyBase,gene,2155753,2156790,.,+,.,gene:FBgn0031393,,CG15382
2L,FlyBase,gene,2156484,2178754,.,-,.,gene:FBgn0000097,anterior open,aop
2L,FlyBase,gene,2189914,2192386,.,-,.,gene:FBgn0031395,,CG10874
2L,FlyBase,gene,2192525,2197912,.,-,.,gene:FBgn0085201,,CG34172
2L,FlyBase,gene,2203721,2206166,.,-,.,gene:FBgn0051668,,CG31668
2L,FlyBase,gene,2206525,2209102,.,-,.,gene:FBgn0053124,,CG33124
2L,FlyBase,gene,2209574,2212571,.,-,.,gene:FBgn0031397,,CG15385
2L,FlyBase,gene,2212738,2214211,.,-,.,gene:FBgn0010288,Ubiquitin carboxy-terminal hydrolase,Uch
2L,FlyBase,gene,2214266,2215167,.,+,.,gene:FBgn0085203,,CG34174
2L,FlyBase,gene,2214972,2216311,.,-,.,gene:FBgn0031398,daedalus,daed
2L,FlyBase,gene,2216503,2217246,.,-,.,gene:FBgn0259717,,CG42371
2L,FlyBase,gene,2216503,2217246,.,-,.,gene:FBgn0040715,,CG15386
2L,FlyBase,gene,2217290,2220625,.,+,.,gene:FBgn0031399,missing oocyte,mio
2L,FlyBase,gene,2220748,2225544,.,+,.,gene:FBgn0031401,papi,papi
2L,FlyBase,gene,2225545,2226294,.,-,.,gene:FBgn0031403,,CG15387
2L,FlyBase,gene,2226342,2231099,.,+,.,gene:FBgn0267378,sauron,sau
2L,FlyBase,gene,2231106,2236844,.,-,.,gene:FBgn0262126,Secretory 24CD,Sec24CD
2L,FlyBase,gene,2237076,2238251,.,-,.,gene:FBgn0051679,Testis EndoG-Like 3,Tengl3
2L,FlyBase,gene,2238304,2239384,.,-,.,gene:FBgn0052463,Testis EndoG-Like 2,Tengl2
2L,FlyBase,gene,2239414,2240593,.,-,.,gene:FBgn0051682,Testis EndoG-Like 1,Tengl1
2L,FlyBase,gene,2242378,2245274,.,+,.,gene:FBgn0264979,,CG4267
2L,FlyBase,gene,2250431,2251275,.,-,.,gene:FBgn0011832,Serine protease 12,Ser12
2L,FlyBase,gene,2251510,2252341,.,-,.,gene:FBgn0042186,,CG17239
2L,FlyBase,gene,2253045,2253852,.,+,.,gene:FBgn0042187,,CG17234
2L,FlyBase,gene,2254176,2255050,.,-,.,gene:FBgn0031406,Spermathecal endopeptidase 1,Send1
2L,FlyBase,gene,2263442,2264241,.,+,.,gene:FBgn0031407,,CG4270
2L,FlyBase,gene,2264231,2265321,.,-,.,gene:FBgn0054049,,CG34049
2L,FlyBase,gene,2268106,2269140,.,-,.,gene:FBgn0250841,,CG17242
2L,FlyBase,gene,2285163,2285926,.,+,.,gene:FBgn0031409,,CG4271
2L,FlyBase,gene,2285925,2286873,.,-,.,gene:FBgn0051681,,CG31681
2L,FlyBase,gene,2287025,2287933,.,-,.,gene:FBgn0261523,,CG42658
2L,FlyBase,gene,2288503,2289416,.,-,.,gene:FBgn0031410,,CG17237
2L,FlyBase,gene,2290224,2290738,.,-,.,gene:FBgn0028570,robl22E,robl22E
2L,FlyBase,gene,2300103,2300888,.,+,.,gene:FBgn0051949,,CG31949
2L,FlyBase,gene,2307948,2308872,.,+,.,gene:FBgn0031412,,CG16995
2L,FlyBase,gene,2308761,2357356,.,-,.,gene:FBgn0031413,,CG9967
2L,FlyBase,gene,2311680,2358944,.,+,.,gene:FBgn0031414,eyes shut,eys
2L,FlyBase,gene,2359142,2365273,.,-,.,gene:FBgn0014010,Rab5,Rab5
2L,FlyBase,gene,2365345,2370137,.,+,.,gene:FBgn0261647,AXIN1 up-regulated 1,Axud1
2L,FlyBase,gene,2370152,2371524,.,-,.,gene:FBgn0031417,,CG3597
2L,FlyBase,gene,2372455,2374627,.,-,.,gene:FBgn0031418,,CG3609
2L,FlyBase,gene,2374713,2375697,.,+,.,gene:FBgn0031419,,CG15390
2L,FlyBase,gene,2375841,2380506,.,+,.,gene:FBgn0031420,Ataxin 7,Atxn7
2L,FlyBase,gene,2381097,2383073,.,+,.,gene:FBgn0264672,EGF-domain O-GlcNAc transferase,Eogt
2L,FlyBase,gene,2383202,2384747,.,+,.,gene:FBgn0031422,Phosphatidylinositol glycan anchor biosynthesis class W a,PIG-Wa
2L,FlyBase,gene,2384761,2385792,.,-,.,gene:FBgn0031423,,CG3557
2L,FlyBase,gene,2389578,2390689,.,-,.,gene:FBgn0264081,,CG43750
